Review,Sentiment
"As this is a multiple apartment block. Some people keep leaving the front door unlocked which is a bit of a concern when you are not in the apartment.
The local area is a little run down.
The sash window in the bedroom is single glazed and let's a lot of noise in which is disruptive to sleep. Probably would make the apartment very cold in the winter as the windows in the living room are also single glazed.",NEGATIVE
Great central location just off Oâ€™Connell street with the airport bus stop just over the road. Friendly staff with good facilities.,POSITIVE
Bedrooms could have been cleaner as dust on sides and floors.,NEGATIVE
"The location was fantastic, perfect for us to get to the arena and to temple bar. Easy access to shops to pick up breakfast and essentials for our trip. It was also really quiet as well which helped for a good night's sleep after an evening singing our hearts out in several lovely pubs.",POSITIVE
the beds were too firm and the shower wasn’t very powerful,NEGATIVE
"The TV didn't have live channels but it didn't matter because that just meant we had to go watch the rugby in a pub with a Guinness, what a shame! The shower was also a bit odd and the water came out in bursts rather than a steady flow but it was nothing unmanageable.",NEGATIVE
"great position, close to the city centre
lots of room",POSITIVE
not so clean,NEGATIVE
Spacious accommodation,POSITIVE
Not the nicest part of town,NEGATIVE
staff made the experience wonderful! excellent stay!,POSITIVE
The location was perfect. Only 10 minutes walk to the centre. The staff was lovely and the gave us the room before the check in which we really appreciated because we had chance to leave our things in the room. The room was quiet and any noise at night. The kitchen has everything you need to cook and honestly the place is worthy 100%.,POSITIVE
The only can say was about the size of the bed but we sleep very good anyway.,POSITIVE
close to tram and city,POSITIVE
parking is tough,NEGATIVE
"The location is fine, beds are correct for a few nights.",POSITIVE
"The staff wasn't polite, didn't even say hello. They don't care about you basically. Plus the doors are noisy, the walls not soundproofing, bathroom not cleverly designed. It's not welcoming as you can imagine.",NEGATIVE
"Value for money. En suite room with plenty of sockets. One towel provided per person. Kitchen equipped with utensils and basic appliances (fridge, microwave, kettle). Only one chair inside the room. Very close to tram station and bus stop.",POSITIVE
"Hairdryer only available on request and we can only have it for when we are using it (borrow it from reception and return immediately after, which is a little inconvenient). Toilet and bathroom is combined, so like other reviewers said they do get wet, I agree that they should at least provide a floor mat for when we step out of the bathroom. Bed is definitely smaller than a double, so be prepared for a squeeze if you're average sized.",NEGATIVE
The location was good due to the Luas being very close. Friendliness of staff,POSITIVE
"The accommodation was very tired and needed attention. Artistic license had been used for the marketing photos, it was a room with bare walls, a bed and wardrobe with no coat hangers. The common area of lounge and kitchen, although surface clean was looking very secondhand. The sofas were worn and missing the vinyl  covering making their cleanliness questionable, very reluctant to use them.  When opening the oven door the glass was detached, so unable to use the oven.  No means of washing up, ie liquid or tea towel, if spending a few days in Dublin you don’t expect to have to take this with you.  The smoke detector was constantly bleeping even though this was reported to housekeeping/reception no action was taken.",NEGATIVE
"Decent location, simple check in, comfortable bed, access to kitchen.",POSITIVE
"Only one roll of toilet paper, no shampoo or soap. No bathroom floor rug, so water got everywhere.",NEGATIVE
"The facilities were very good,kitchen and common places were very usefull.",POSITIVE
"I didn't like the bathroom,it was very small and poor.",NEGATIVE
"Very nice Building, comfortable rooms",POSITIVE
room staff location,POSITIVE
Having a kitchen and lounge,POSITIVE
"With the necessary window open, very noisy",NEGATIVE
"No breakfast, the room was clearly unclean, with only a bedding change in site. It had multiple different hair types, clearly visible on entrance to Bathroom/Room/Bed/Kitchen/Lounge.Our room after spending all day out of it, we came to find, didn’t lock! Somebody came tightened a screw, it locked but within our next 2 hours it was broken again! My girlfriend of 2 years, (our anniversary trip) felt uneasy to sleep in an unlocked room, even with myself on the door side and having wedged, under the door gap with my own clothes, for her to be able to rest on our last night! We feel a response and a refund is valid.",NEGATIVE
"Cleanliness, Security, Info,",POSITIVE
The lifts worked well.,POSITIVE
The room was stiflingly hot. There was no soap in the bathroom and it was impossible to have a decent shower without the toilet getting soaked as the screen was inadequate.,NEGATIVE
every apartment is super comfortable the bed is wonderful!  perfect location!  the building condo very clean and beautiful!  great area!  The employee who comes to deliver the key super helpful and very polite!  I will come back more often in this wonderful apartment in a great area in Dublin,POSITIVE
Location perfect,POSITIVE
"Terrible bed, bedding and pillows. Couldn’t sleep properly",NEGATIVE
"Location is great, the guy who did the check in was nice.",POSITIVE
"Members of the staff have been exceptionally friendly and easy-going. Even though hotel is in front of a train station - we did not hear a bit of the noise, great sound isolation.",POSITIVE
"The photos did not match the standard of accommodation. The ceilings are dirty, cracks in the walls, well worn bed sheets, a shower that could only be turned on by turning on the sink. The TV set up.is also precarious to say the least. The place is not to an acceptable standard for the associated price",NEGATIVE
