,review
1020,"Everything, apart from tea  it would be nice to have Barrys"
1021,The tea
1022,"everything- location, cleanliness and comfortable beds"
1023,"Great trendy hotel in great location with good food and drink, immaculate decor and super staff."
1024,"Modern, comfortable room / hotel in an excellent location."
1025,"Breakfast was not included and for the price paid it would have been nice if it was, location was perfect for Grafton Street and all the places of interest, room was ideal although bed was a bit weird as it was pushed up against the window."
1026,"The position of the bed, means you have to climb over your partner if you want to get out of bed."
1027,"Excellent position, nice rooms with good equipment, friendly staff and good breakfast."
1028,The size of the room and bathroom is really small.The double bed is accessible only from one side that is not exactly convenient.
1029,how close it was and very easy check in
1030,nothing
1031,The location was brilliant and it’s a lovely modern hotel.
1032,cleanliness location ambience staff
1033,not sure about the bed but changed the direction of pillow and excellent nights sleep
1034,The green light from the sprinkler is very bright in the room. Very hard to stay asleep all night as the brightness woke me.
1035,Location was excellent. It is very close to all the temple bar activity but on a quite block where you can sleep. It is 1/2 block to the river and about 5 blocks to Temple bar main area. The apt was very clean and functional. Overall excellent. I would stay there again.
1036,Nothing.
1037,"Great location, easy to get to, very comfy beds. Loved the fact that there was some real coffee, not just the instant stuff, that we could make ourselves in the morning"
1038,Wonderful location. Very nice host.
1039,A little a bit more cleaning would be great.
1040,The location was excellent and the accomodation was comfortable.
1041,"Firstly, there was a problem with the communication on arrival. We were told that we would be met at the appartment on arrival. I therefore sent messages to the number given to me by email about our time of arrival but received no reply and had to phone the host after our arrival to find out how to access a key.
Secondly, we were unable to access a wifi connection and a message to our host requesting help was met with no response. There appeared to be an issue with the modem’s security which needs to be addressed."
1042,"It was a good location, close to the city center, shops and restaurants. The apartment was fairly sized with enough sleeping spaces for everyone in my party"
1043,The bathroom was a bit dated and needs some TLC
1044,"Lovely stay, staff were all excellent/friendly from the reception, cleaning, bar and restaurant staff."
1045,"Great location for Temple Bar area, very accommodating!"
1046,"There was no breakfast included. The apartment was pretty roomy and relatively quiet. Easy to get to. The manager is a little slow to answer emails and texts, but easy to reach by phone."
1047,"The kitchen is not very well equipped for cooking, but it's adequate as long as all you're doing is eating breakfast there."
1048,location
1049,"wifi didn’t work most of the time and had to reset hot water heater, so cold shower the last morning. property manager didn’t communicate quickly."
1050,Location very nice
1051,Nothing
1052,great location and easy access
1053,nothing
1054,The comfort of the rooms and the detail inside every room. You do not need anything more. The shower is amazing. The dishwasher. The washing machine. The style. The location. I loved every minute of my stay.
